,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_month,journey_day,journey_dow,dep_hour,arr_hour,duration_mins,n_stops,has_meal,no_checkin,business_cls,red_eye,dep_period,is_weekend
560,Jet Airways,2019-04-18,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,5443.0,4.0,18.0,3.0,11.0,14.0,195.0,0.0,1,0,0,0,Morning,0
561,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,10539.0,6.0,12.0,2.0,9.0,19.0,575.0,1.0,1,0,0,0,Morning,0
562,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 02 Jun,12h 30m,1 stop,No info,7723.0,6.0,1.0,5.0,13.0,1.0,750.0,1.0,0,0,0,0,Afternoon,1
563,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,07:30,18:50,11h 20m,1 stop,No info,15411.0,3.0,6.0,2.0,7.0,18.0,680.0,1.0,0,0,0,0,Morning,0
564,Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229.0,5.0,21.0,1.0,7.0,10.0,180.0,0.0,0,0,0,0,Morning,0
565,IndiGo,2019-06-21,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804.0,6.0,21.0,4.0,20.0,22.0,155.0,0.0,0,0,0,0,Evening,0
566,Jet Airways,2019-03-03,Mumbai,Hyderabad,,02:55,04:25,1h 30m,non-stop,In-flight meal not included,4050.0,3.0,3.0,6.0,2.0,4.0,90.0,0.0,1,0,0,0,Night,1
568,SpiceJet,2019-04-06,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,4957.0,4.0,6.0,5.0,17.0,22.0,295.0,1.0,0,0,0,0,Evening,1
569,Air India,2019-03-03,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,non-stop,No info,7591.0,3.0,3.0,6.0,21.0,23.0,165.0,0.0,0,0,0,0,Night,1
571,IndiGo,2019-05-27,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6600.0,5.0,27.0,0.0,5.0,12.0,425.0,1.0,0,0,0,0,Morning,0
572,Air India,2019-03-09,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,non-stop,No info,4966.0,3.0,9.0,5.0,21.0,23.0,165.0,0.0,0,0,0,0,Night,1
573,Air India,2019-06-01,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 02 Jun,24h 50m,2 stops,No info,15481.0,6.0,1.0,5.0,6.0,7.0,1490.0,2.0,0,0,0,0,Morning,1
574,SpiceJet,2019-03-01,Kolkata,Banglore,CCU → BLR,22:20,00:40 02 Mar,2h 20m,non-stop,No info,5515.0,3.0,1.0,4.0,22.0,0.0,140.0,0.0,0,0,0,0,Night,0
575,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,14714.0,6.0,15.0,5.0,8.0,19.0,660.0,1.0,0,0,0,0,Morning,1
576,GoAir,2019-06-15,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,4959.0,6.0,15.0,5.0,10.0,19.0,540.0,1.0,0,0,0,0,Morning,1
577,Jet Airways,2019-04-21,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,,7229.0,4.0,21.0,6.0,11.0,14.0,175.0,0.0,0,0,0,0,Morning,1
578,Air India,2019-05-15,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,6094.0,5.0,15.0,2.0,18.0,21.0,185.0,0.0,0,0,0,0,Evening,0
579,Air Asia,2019-04-24,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409.0,4.0,24.0,2.0,10.0,12.0,155.0,0.0,0,0,0,0,Morning,0
580,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1 stop,,9794.0,5.0,18.0,5.0,6.0,19.0,780.0,1.0,0,0,0,0,Morning,1
581,Jet Airways,2019-04-03,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678.0,4.0,3.0,2.0,2.0,4.0,85.0,0.0,0,0,0,0,Night,0
582,IndiGo,2019-06-15,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442.0,6.0,15.0,5.0,8.0,16.0,455.0,1.0,0,0,0,0,Morning,1
583,Vistara,2019-05-18,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4878.0,5.0,18.0,5.0,7.0,9.0,160.0,0.0,0,0,0,0,Morning,1
584,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 25 Mar,12h 55m,1 stop,In-flight meal not included,12446.0,3.0,24.0,6.0,21.0,10.0,775.0,1.0,1,0,0,0,Night,1
585,Jet Airways,2019-05-09,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 11 May,29h 20m,2 stops,No info,16704.0,5.0,9.0,3.0,23.0,4.0,1760.0,2.0,0,0,0,0,Night,0
586,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,05:45,,5h,1 stop,In-flight meal not included,9134.0,3.0,15.0,4.0,5.0,13.0,300.0,1.0,1,0,0,0,Morning,0
587,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 16 May,8h 40m,1 stop,In-flight meal not included,8586.0,5.0,15.0,2.0,20.0,4.0,520.0,1.0,1,0,0,0,Evening,0
588,Jet Airways,2019-06-01,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,7229.0,6.0,1.0,5.0,7.0,10.0,180.0,0.0,1,0,0,0,Morning,1
590,Air India,2019-05-18,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6961.0,5.0,18.0,5.0,10.0,12.0,165.0,0.0,0,0,0,0,Morning,1
591,Jet Airways,2019-05-09,Kolkata,Banglore,,16:30,04:40 10 May,12h 10m,1 stop,In-flight meal not included,10844.0,5.0,9.0,3.0,16.0,4.0,730.0,1.0,1,0,0,0,Afternoon,0
593,SpiceJet,2019-03-21,Banglore,New Delhi,BLR → PNQ → DEL,10:20,18:15,7h 55m,1 stop,No info,7139.0,3.0,21.0,3.0,10.0,18.0,475.0,1.0,0,0,0,0,Morning,0
594,Air India,2019-03-06,Mumbai,Hyderabad,BOM → JDH → DEL → HYD,09:40,15:15 07 Mar,29h 35m,2 stops,No info,25139.0,3.0,6.0,2.0,9.0,15.0,1775.0,2.0,0,0,0,0,Morning,0
595,Jet Airways,2019-06-01,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 02 Jun,26h 55m,2 stops,In-flight meal not included,10368.0,6.0,1.0,5.0,9.0,12.0,1615.0,2.0,1,0,0,0,Morning,1
596,Air India,2019-04-06,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 07 Apr,12h 45m,1 stop,No info,5117.0,4.0,6.0,5.0,20.0,9.0,765.0,1.0,0,0,0,0,Evening,1
599,Multiple carriers,,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,10786.0,5.0,12.0,3.0,7.0,19.0,705.0,1.0,0,0,0,0,Morning,0
600,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40 16 Mar,23h 40m,1 stop,In-flight meal not included,9134.0,3.0,15.0,4.0,8.0,7.0,1420.0,1.0,1,0,0,0,Morning,0
601,Jet Airways,2019-06-01,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 02 Jun,13h 50m,2 stops,No info,13376.0,6.0,1.0,5.0,14.0,4.0,830.0,2.0,0,0,0,0,Afternoon,1
602,Air India,2019-03-21,Banglore,New Delhi,BLR → COK → DEL,22:00,,12h 50m,1 stop,No info,6955.0,3.0,21.0,3.0,22.0,13.0,770.0,1.0,0,0,0,0,Night,0
603,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844.0,5.0,9.0,3.0,8.0,18.0,590.0,1.0,1,0,0,0,Morning,0
604,Air Asia,2019-04-01,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,3807.0,4.0,1.0,0.0,19.0,22.0,150.0,0.0,0,0,0,0,Evening,0
605,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,14:05,12:00 02 May,21h 55m,1 stop,In-flight meal not included,9663.0,5.0,1.0,2.0,14.0,12.0,1315.0,1.0,1,0,0,0,Afternoon,0
606,Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 10 May,26h 10m,1 stop,In-flight meal not included,12373.0,5.0,9.0,3.0,2.0,4.0,1570.0,1.0,1,0,0,0,Night,0
609,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 16 Jun,20h 10m,1 stop,In-flight meal not included,10262.0,6.0,15.0,5.0,22.0,19.0,1210.0,1.0,1,0,0,0,Night,1
610,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 28 Mar,10h 55m,1 stop,In-flight meal not included,6540.0,3.0,27.0,2.0,17.0,4.0,655.0,1.0,1,0,0,0,Evening,0
611,SpiceJet,2019-04-06,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873.0,4.0,6.0,5.0,17.0,19.0,150.0,0.0,0,0,0,0,Evening,1
612,Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 10 May,21h 10m,1 stop,No info,15554.0,5.0,9.0,3.0,21.0,19.0,1270.0,1.0,0,0,0,0,Night,0
613,IndiGo,2019-05-27,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804.0,5.0,27.0,0.0,20.0,22.0,155.0,0.0,0,0,0,0,Evening,0
616,Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 02 May,6h 30m,1 stop,No info,9424.0,5.0,1.0,2.0,19.0,1.0,390.0,1.0,0,0,0,0,Evening,0
617,Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → BHO → DEL,17:25,23:25 13 Mar,30h,2 stops,,12725.0,3.0,12.0,1.0,17.0,23.0,1800.0,2.0,0,0,0,0,Evening,0
619,SpiceJet,2019-06-15,Banglore,Delhi,BLR → DEL,21:10,00:05 16 Jun,2h 55m,non-stop,No info,3971.0,6.0,15.0,5.0,21.0,0.0,175.0,0.0,0,0,0,0,Night,1
620,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 07 Jun,18h,1 stop,No info,12692.0,6.0,6.0,3.0,20.0,14.0,1080.0,1.0,0,0,0,0,Evening,0
622,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,22:55,07:40 13 Mar,8h 45m,1 stop,No info,13817.0,3.0,12.0,1.0,22.0,7.0,525.0,1.0,0,0,0,0,Night,0
624,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,21:25,10:45 13 Mar,13h 20m,1 stop,No info,13817.0,3.0,12.0,1.0,21.0,10.0,800.0,1.0,0,0,0,0,Night,0
625,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,22:55,05:05 13 Mar,6h 10m,1 stop,No info,27210.0,3.0,15.0,4.0,22.0,5.0,370.0,1.0,0,0,0,0,Night,0
627,Air India,2019-03-01,Banglore,New Delhi,BLR → HYD → DEL,17:00,12:15 02 Mar,19h 15m,1 stop,No info,10246.0,3.0,1.0,4.0,17.0,12.0,1155.0,1.0,0,0,0,0,Evening,0
629,Air Asia,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40 07 Jun,12h,1 stop,No info,6810.0,6.0,6.0,3.0,22.0,10.0,720.0,1.0,0,0,0,0,Night,0
630,Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5198.0,5.0,1.0,2.0,8.0,11.0,180.0,0.0,1,0,0,0,Morning,0
631,Vistara,2019-05-03,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,5613.0,5.0,3.0,4.0,21.0,23.0,170.0,0.0,0,0,0,0,Night,0
632,IndiGo,2019-03-03,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,4784.0,3.0,3.0,6.0,21.0,22.0,85.0,0.0,0,0,0,0,Night,1
633,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,19:45,18:50 22 Mar,23h 5m,1 stop,In-flight meal not included,5406.0,3.0,21.0,3.0,19.0,18.0,1385.0,1.0,1,0,0,0,Evening,0
634,Air India,2019-04-27,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,5228.0,4.0,27.0,5.0,13.0,16.0,170.0,0.0,0,0,0,0,Afternoon,1
635,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 28 May,22h 5m,1 stop,In-flight meal not included,12898.0,5.0,27.0,0.0,20.0,19.0,1325.0,1.0,1,0,0,0,Evening,0
636,Air India,2019-06-15,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667.0,6.0,15.0,5.0,11.0,13.0,135.0,0.0,0,0,0,0,Morning,1
637,Jet Airways,2019-05-21,Kolkata,Banglore,,14:05,19:50,5h 45m,1 stop,,14781.0,5.0,21.0,1.0,14.0,19.0,345.0,1.0,0,0,0,0,Afternoon,0
638,Vistara,2019-04-21,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,5403.0,4.0,21.0,6.0,9.0,12.0,170.0,0.0,0,0,0,0,Morning,1
639,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,9899.0,6.0,12.0,2.0,14.0,23.0,570.0,1.0,1,0,0,0,Afternoon,0
640,Jet Airways,2019-05-21,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 22 May,8h 55m,2 stops,In-flight meal not included,13029.0,5.0,21.0,1.0,19.0,4.0,535.0,2.0,1,0,0,0,Evening,0
641,Vistara,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 19 May,17h 45m,1 stop,No info,9187.0,5.0,18.0,5.0,17.0,10.0,1065.0,1.0,0,0,0,0,Evening,1
642,IndiGo,,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823.0,5.0,12.0,3.0,20.0,22.0,170.0,0.0,0,0,0,0,Evening,0
644,IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,08:25,21:00,12h 35m,1 stop,No info,14871.0,3.0,6.0,2.0,8.0,21.0,755.0,1.0,0,0,0,0,Morning,0
645,IndiGo,2019-06-21,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049.0,6.0,21.0,4.0,6.0,7.0,90.0,0.0,0,0,0,0,Morning,0
646,Air India,2019-06-12,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667.0,6.0,12.0,2.0,11.0,13.0,135.0,0.0,0,0,0,0,Morning,0
647,IndiGo,2019-04-09,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:50,3h 55m,1 stop,No info,4226.0,4.0,9.0,1.0,19.0,23.0,235.0,1.0,0,0,0,0,Evening,0
648,Air India,2019-03-03,Banglore,New Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,7591.0,3.0,3.0,6.0,6.0,8.0,165.0,0.0,0,0,0,0,Morning,1
649,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,05:45,13:15,7h 30m,1 stop,No info,19225.0,3.0,6.0,2.0,5.0,13.0,450.0,1.0,0,0,0,0,Morning,0
650,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 28 May,17h 20m,1 stop,In-flight meal not included,12898.0,5.0,27.0,0.0,19.0,12.0,1040.0,1.0,1,0,0,0,Evening,0
651,IndiGo,2019-06-09,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754.0,6.0,9.0,6.0,12.0,13.0,90.0,0.0,0,0,0,0,Afternoon,1
652,SpiceJet,2019-05-03,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965.0,5.0,3.0,4.0,13.0,14.0,90.0,0.0,0,1,0,0,Afternoon,0
653,Air India,2019-03-24,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,23:15 25 Mar,30h 30m,2 stops,No info,12835.0,3.0,24.0,6.0,16.0,23.0,1830.0,2.0,0,0,0,0,Afternoon,1
654,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,14533.0,5.0,15.0,2.0,8.0,19.0,675.0,1.0,0,0,0,0,Morning,0
655,Vistara,2019-06-24,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,4668.0,6.0,24.0,0.0,9.0,12.0,170.0,0.0,0,0,0,0,Morning,0
658,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714.0,6.0,9.0,6.0,11.0,19.0,450.0,1.0,0,0,0,0,Morning,1
659,SpiceJet,2019-06-09,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,3597.0,6.0,9.0,6.0,8.0,10.0,135.0,0.0,0,0,0,0,Morning,1
660,Air Asia,2019-04-24,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383.0,4.0,24.0,2.0,11.0,13.0,165.0,0.0,0,0,0,0,Morning,0
661,Air India,2019-05-18,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 19 May,12h 45m,2 stops,No info,11642.0,5.0,18.0,5.0,16.0,5.0,765.0,2.0,0,0,0,0,Afternoon,1
663,Air India,2019-03-03,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 04 Mar,26h 35m,2 stops,No info,14221.0,3.0,3.0,6.0,16.0,19.0,1595.0,2.0,0,0,0,0,Afternoon,1
664,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 19 May,12h 55m,1 stop,In-flight meal not included,8586.0,5.0,18.0,5.0,21.0,10.0,775.0,1.0,1,0,0,0,Night,1
665,IndiGo,2019-06-12,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049.0,6.0,12.0,2.0,9.0,10.0,90.0,0.0,0,0,0,0,Morning,0
666,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 04 Jun,8h 40m,1 stop,In-flight meal not included,10262.0,6.0,3.0,0.0,19.0,4.0,520.0,1.0,1,0,0,0,Evening,0
667,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7888.0,5.0,21.0,1.0,7.0,21.0,840.0,1.0,0,0,0,0,Morning,0
669,Air India,2019-06-06,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15 07 Jun,29h 55m,2 stops,No info,12961.0,6.0,6.0,3.0,13.0,19.0,1795.0,2.0,0,0,0,0,Afternoon,0
670,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 10 May,22h 10m,1 stop,In-flight meal not included,8586.0,5.0,9.0,3.0,6.0,4.0,1330.0,1.0,1,0,0,0,Morning,0
671,IndiGo,2019-05-18,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5279.0,5.0,18.0,5.0,8.0,13.0,290.0,1.0,0,0,0,0,Morning,1
673,Jet Airways,2019-06-15,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13292.0,6.0,15.0,5.0,5.0,19.0,810.0,2.0,0,0,0,0,Morning,1
674,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 16 May,13h 20m,1 stop,No info,13067.0,5.0,15.0,2.0,20.0,9.0,800.0,1.0,0,0,0,0,Evening,0
675,IndiGo,2019-05-03,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0,5.0,3.0,4.0,13.0,15.0,140.0,0.0,0,0,0,0,Afternoon,0
676,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,,15554.0,5.0,18.0,5.0,7.0,19.0,715.0,1.0,0,0,0,0,Morning,1
677,IndiGo,,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,6027.0,5.0,12.0,3.0,17.0,22.0,310.0,1.0,0,0,0,0,Evening,0
678,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,No info,14781.0,5.0,9.0,3.0,6.0,18.0,705.0,1.0,0,0,0,0,Morning,0
679,Jet Airways,2019-06-01,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 02 Jun,13h 50m,2 stops,No info,13376.0,6.0,1.0,5.0,14.0,4.0,830.0,2.0,0,0,0,0,Afternoon,1
681,GoAir,2019-06-12,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,5842.0,6.0,12.0,2.0,7.0,13.0,370.0,1.0,0,0,0,0,Morning,0
682,IndiGo,2019-03-15,Chennai,Kolkata,MAA → CCU,05:15,07:35,2h 20m,non-stop,No info,4326.0,3.0,15.0,4.0,5.0,7.0,140.0,0.0,0,0,0,0,Morning,0
683,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,08:30,,10h 45m,1 stop,No info,8937.0,6.0,1.0,5.0,8.0,13.0,645.0,1.0,0,0,0,0,Morning,1
684,Air India,,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,3670.0,5.0,12.0,3.0,11.0,13.0,135.0,0.0,0,0,0,0,Morning,0
685,IndiGo,2019-06-18,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823.0,6.0,18.0,1.0,18.0,21.0,175.0,0.0,0,0,0,0,Evening,0
687,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,In-flight meal not included,6093.0,6.0,27.0,3.0,14.0,22.0,455.0,1.0,1,0,0,0,Afternoon,0
688,Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:55 25 Mar,26h 35m,1 stop,No info,11682.0,3.0,24.0,6.0,20.0,22.0,1595.0,1.0,0,0,0,0,Evening,1
689,IndiGo,2019-03-03,Banglore,New Delhi,,05:25,10:10,4h 45m,1 stop,No info,7774.0,3.0,3.0,6.0,5.0,10.0,285.0,1.0,0,0,0,0,Morning,1
691,IndiGo,2019-05-27,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,7514.0,5.0,27.0,0.0,7.0,16.0,515.0,1.0,0,0,0,0,Morning,0
692,Multiple carriers,2019-04-09,Delhi,Cochin,DEL → BOM → COK,17:00,01:30 10 Apr,8h 30m,1 stop,No info,6838.0,4.0,9.0,1.0,17.0,1.0,510.0,1.0,0,0,0,0,Evening,0
694,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 16 Jun,12h 40m,1 stop,No info,6795.0,6.0,15.0,5.0,12.0,1.0,760.0,1.0,0,0,0,0,Afternoon,1
695,Jet Airways,2019-05-27,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 28 May,8h 25m,2 stops,No info,16263.0,5.0,27.0,0.0,20.0,4.0,505.0,2.0,0,0,0,0,Evening,0
700,GoAir,2019-05-03,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3898.0,5.0,3.0,4.0,11.0,14.0,170.0,0.0,0,0,0,0,Morning,0
702,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608.0,5.0,21.0,1.0,10.0,17.0,435.0,1.0,1,0,0,0,Morning,0
703,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 10 May,20h 15m,1 stop,No info,13941.0,5.0,9.0,3.0,8.0,4.0,1215.0,1.0,0,0,0,0,Morning,0
704,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,9100.0,3.0,21.0,3.0,7.0,19.0,705.0,1.0,0,0,0,0,Morning,0
705,Vistara,2019-06-15,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878.0,6.0,15.0,5.0,17.0,19.0,155.0,0.0,0,0,0,0,Evening,1
706,IndiGo,2019-06-01,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6416.0,6.0,1.0,5.0,7.0,21.0,810.0,1.0,0,0,0,0,Morning,1
707,SpiceJet,2019-05-12,Mumbai,Hyderabad,,05:45,07:15,1h 30m,non-stop,No info,2017.0,5.0,12.0,6.0,5.0,7.0,90.0,0.0,0,0,0,0,Morning,1
708,Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2 stops,No info,10976.0,3.0,27.0,2.0,19.0,19.0,1475.0,2.0,0,0,0,0,Evening,0
709,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,19:45,16:20 25 Mar,20h 35m,1 stop,In-flight meal not included,10031.0,3.0,24.0,6.0,19.0,16.0,1235.0,1.0,1,0,0,0,Evening,1
710,IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4462.0,3.0,18.0,0.0,5.0,8.0,170.0,0.0,0,0,0,0,Morning,0
711,IndiGo,2019-04-01,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5073.0,4.0,1.0,0.0,7.0,12.0,275.0,1.0,0,0,0,0,Morning,0
712,IndiGo,2019-03-27,Chennai,Kolkata,MAA → CCU,05:15,07:35,2h 20m,non-stop,No info,4326.0,3.0,27.0,2.0,5.0,7.0,140.0,0.0,0,0,0,0,Morning,0
713,IndiGo,2019-06-12,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175.0,6.0,12.0,2.0,16.0,18.0,90.0,0.0,0,0,0,0,Afternoon,0
714,Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:10 25 Mar,12h 50m,1 stop,No info,12312.0,3.0,24.0,6.0,20.0,9.0,770.0,1.0,0,0,0,0,Evening,1
717,IndiGo,2019-05-18,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226.0,5.0,18.0,5.0,6.0,10.0,240.0,1.0,0,0,0,0,Morning,1
718,Jet Airways,2019-04-06,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,5406.0,4.0,6.0,5.0,8.0,19.0,660.0,1.0,1,0,0,0,Morning,1
719,IndiGo,2019-05-15,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,8618.0,5.0,15.0,2.0,2.0,7.0,325.0,1.0,0,0,0,0,Night,0
